sector,lat,lon
TS3,54.56047184240374,-1.19685554988662
TS29,54.71076869072165,-1.4202462886597937
TS28,54.72579200000002,-1.3749268633540377
TS27,54.724061305405414,-1.2907184405405403
TS26,54.68898721198153,-1.2327871367127494
TS25,54.66303368250957,-1.2253081730038027
TS24,54.69687563721554,-1.2111222757697462
TS23,54.609475212435164,-1.2850892202072541
TS22,54.625632959866216,-1.3215403979933098
TS21,54.62808462763913,-1.4287382264875232
TS20,54.58672689733842,-1.3138533669201515
TS19,54.57726672180455,-1.3435334238721848
TS2,54.58536071900828,-1.2376215537190078
TS18,54.560994857619654,-1.32400216907675
TS17,54.535544041828864,-1.3046625301556425
TS16,54.52222012538228,-1.3559465382262996
TS15,54.48725952036198,-1.3354200000000005
TS14,54.53245737065636,-1.0626135308880311
TS13,54.54970554987207,-0.854051923273658
TS12,54.56287077409645,-0.9670678298192753
TS11,54.587603963068204,-1.0269882215909087
TS10,54.60666963999997,-1.0694629009090921
TS1,54.571939113861326,-1.2392106237623775
TR9,50.413612294326214,-4.935367755319146
TR8,50.40094531784395,-5.0392022304832675
TR7,50.413851865067485,-5.074824082458771
TR6,50.341934156862735,-5.153031999999997
TR5,50.31016001104971,-5.196735033149175
TR4,50.28616964202338,-5.1375431108949385
TR3,50.217437764462815,-5.112431690082642
TR27,50.18292759782611,-5.403662396739134
TR26,50.20276094383777,-5.478939026521069
TR21,49.91898458333334,-6.298625597222223
TR22,49.895171,-6.340873
TR23,49.953604,-6.352647
TR24,49.95540235294117,-6.335302176470588
TR25,49.964273666666664,-6.293339666666667
TR20,50.13171558974355,-5.488134001972385
TR2,50.25446986603777,-4.950400956603774
TR19,50.099929074074055,-5.631579697855748
TR18,50.11740689602806,-5.542504768691584
TR17,50.12548582795698,-5.468333763440861
TR16,50.23277318015262,-5.221383832061067
TR15,50.233126306722724,-5.238176851540615
TR14,50.21071393914087,-5.296719293556087
TR13,50.109615187418115,-5.286718322411534
TR12,50.04231275115209,-5.179396444700464
TR11,50.14979736780485,-5.087659859512194
TR10,50.16760037566141,-5.119085645502646
TR1,50.2625940161989,-5.054228327213778
TQ9,50.416530996749735,-3.6909776500541702
TQ7,50.28262849726176,-3.784379715224532
TQ8,50.23660747457627,-3.771870429378532
TQ6,50.3471231693364,-3.590650588100684
TQ5,50.39175123241596,-3.5236247645259975
TQ4,50.422937324369826,-3.572358033613448
TQ3,50.44394362716385,-3.5764286684420785
TQ2,50.476411120985006,-3.54623605353319
TQ14,50.55077780151513,-3.5079156015151534
TQ13,50.59472119941634,-3.7177167626459178
TQ12,50.52948341504995,-3.6123802163433307
TQ11,50.48231972784811,-3.785071493670886
TQ10,50.423235442528785,-3.826448126436783
TQ1,50.4730077642626,-3.523477284176529
TN9,51.19164277715364,0.27492413295880097
TN8,51.19517147017544,0.07792529824561406
TN7,51.09603040404041,0.10260013131313134
TN6,51.0521818833333,0.1753376464285712
TN5,51.059036931034456,0.36503162561576324
TN40,50.84506389926744,0.48240617216117176
TN4,51.14558448,0.2548075187096775
TN39,50.84688148617172,0.45141440902474506
TN38,50.8637326381987,0.5436653105590068
TN37,50.87236402237136,0.5572399015659958
TN36,50.92030305940596,0.6990613267326728
TN35,50.882872167512694,0.6140007614213201
TN34,50.86503085138896,0.5822026888888892
TN33,50.91134702777775,0.47489560470085496
TN32,50.97909125726139,0.4905838547717839
TN31,50.96287545940959,0.6852475424354237
TN30,51.062363269633494,0.6967508089005239
TN3,51.12086811837458,0.24809807950530044
TN29,50.993858330784,0.9323663957934979
TN28,50.98280427931034,0.9509445965517231
TN27,51.16809307753163,0.6935127231012669
TN26,51.09622751669946,0.7973104400785858
TN25,51.140597384404906,0.9380851176470595
TN24,51.14969903689064,0.8879665125164694
TN23,51.13985892204049,0.8568177959576498
TN22,50.981996296184725,0.10028045381526096
TN21,50.958160502133744,0.26290426742532025
TN20,51.016788813559316,0.2503568587570623
TN2,51.12888686570738,0.2760843429256594
TN19,51.00287327513225,0.4063429576719577
TN18,51.042797953890506,0.5226022824207494
TN17,51.09621751829273,0.5368227027439025
TN16,51.29293069205837,0.05182542949756885
TN15,51.30278065495211,0.2748028115015973
TN14,51.29799432124357,0.15732295336787566
TN13,51.276879876527914,0.18381253300733505
TN12,51.17240130413228,0.44453403801652824
TN11,51.20695320270271,0.2647425557432433
TN10,51.21200537626264,0.28408648989898977
TN1,51.1346690328283,0.2665231111111111
TF9,52.89687368799995,-2.47008093
TF8,52.62933061494253,-2.482123385057472
TF7,52.639315647509676,-2.4504269099616827
TF6,52.73616389999998,-2.556229748275861
TF5,52.717189058823564,-2.5392219411764727
TF4,52.66273802711861,-2.4716382847457643
TF3,52.66760189522347,-2.4485485762711856
TF2,52.700191816000064,-2.4398356764444507
TF13,52.57873040796019,-2.5824227711442784
TF12,52.61200647659575,-2.4817746127659586
TF11,52.66513306622518,-2.3583397306843277
TF10,52.76944912093016,-2.387088235658916
TF1,52.70310958471452,-2.5030835883977907
TD9,55.397272291390806,-2.776722821192053
TD8,55.47590869288388,-2.5423830262172262
TD7,55.53659916610174,-2.873016155932204
TD6,55.58189704807698,-2.693191435096149
TD5,55.58820943640351,-2.417453699561402
TD3,55.70181608888888,-2.573792755555556
TD4,55.642449027777765,-2.672057305555555
TD15,55.74728606989247,-2.0147359534050175
TD2,55.73110333027522,-2.7544507981651374
TD14,56.03752281467179,-2.1165942664092663
TD13,55.929849175000015,-2.37148975
TD12,55.6527612118644,-2.241029953389831
TD11,55.78768634006732,-2.314205494949494
TD10,55.71147845238095,-2.4518628809523806
TD1,55.62314263955343,-2.8107384736842103
TA9,51.22558859598217,-2.9567730513392836
TA8,51.245223128146435,-2.9950598718535453
TA7,51.131528348333354,-2.9105945783333347
TA6,51.12561018722774,-3.0007848417997054
TA5,51.14261044948453,-3.094431251546389
TA4,51.07468321334785,-3.2714444080962815
TA3,50.99356195288762,-3.037243407294831
TA24,51.18200475865692,-3.5104086904512104
TA23,51.16253345967744,-3.352683092741936
TA22,51.04558057309939,-3.5451304795321636
TA21,50.977774990654154,-3.244293746105917
TA20,50.8735873711584,-2.9621250768321516
TA2,51.03406934782603,-3.1007040434782613
TA19,50.93513157045458,-2.9155310318181815
TA18,50.88292395999998,-2.787493024999998
TA14,50.946814522727294,-2.7515634318181834
TA15,50.95115352,-2.7169146800000004
TA16,50.90939882142857,-2.793726517857143
TA17,50.90821322857141,-2.836180171428572
TA13,50.94669064788734,-2.810234781690139
TA11,51.060548907990274,-2.7028138014527867
TA12,50.974813903614425,-2.7733065843373494
TA10,51.03348577546295,-2.8255723217592594
TA1,51.01323235525206,-3.1028797361229756
SY9,52.49914458088233,-2.990692441176471
SY8,52.36516411656444,-2.6952728490797506
SY99,52.71282537499999,-2.7496098750000004
SY7,52.42539522654875,-2.8865566672566363
SY6,52.53710079076928,-2.7915680523076927
SY5,52.65153928369467,-2.8331055824693685
SY4,52.798138980410414,-2.7539632173507456
SY3,52.69904683684689,-2.7731965765352875
SY25,52.23794357798164,-3.937196545871557
SY23,52.379768982948846,-4.051667263791378
SY24,52.47278286301368,-4.020704246575344
SY22,52.75657586893202,-3.1869589733009684
SY21,52.65817462355651,-3.2071398452655906
SY20,52.61494282742314,-3.818600536643027
SY2,52.70543693525179,-2.729224239208633
SY18,52.441627392694095,-3.5492392831050235
SY19,52.57938838181819,-3.634654345454544
SY16,52.520626121345025,-3.312296203216378
SY17,52.51715781564243,-3.469969502793295
SY15,52.55321854216868,-3.132934088353413
SY14,53.03123588338194,-2.767990440233236
SY13,52.95222888545253,-2.6898525349370006
SY12,52.90280272105261,-2.895453513157895
SY11,52.87010368474919,-3.0311119928352093
SY10,52.839528782767,-3.1232956128640765
SY1,52.72261619289821,-2.740537731286009
SW9,51.46934285112933,-0.11389610061601642
SW95,51.48039840909092,-0.13627422727272742
SW8,51.47661942532852,-0.13200660931899622
SW7,51.496272880989174,-0.17702134775888712
SW6,51.47660550532614,-0.2011933169107853
SW5,51.49156083974359,-0.19189723076923082
SW4,51.461120372570086,-0.13650172246220302
SW3,51.48921579770113,-0.16582019540229923
SW20,51.4109188288288,-0.2278369981981981
SW2,51.449299495201515,-0.11984441266794621
SW1Y,51.5074759839572,-0.13459968983957218
SW1X,51.49820076626513,-0.15662907469879503
SW1W,51.49254472413792,-0.15093192528735644
SW1V,51.489478826758194,-0.13996313207547173
SW1P,51.49012116304351,-0.13319511005434756
SW1H,51.498736200000025,-0.13368193684210536
SW1E,51.497906439560474,-0.13974275824175822
SW1A,51.504459199999985,-0.13216243448275866
SW19,51.424162158844794,-0.20291007761732827
SW18,51.45126344710737,-0.19147019173553734
SW17,51.43081682848227,-0.16504938045738066
SW16,51.42127810572703,-0.12923706387665235
SW15,51.457025828478905,-0.22851097815533966
SW14,51.46539332614555,-0.26700196495956857
SW13,51.4761915447368,-0.24357892894736832
SW12,51.446330144999905,-0.14913614000000025
SW11,51.468254000690074,-0.1635775693581781
SW10,51.48377847930286,-0.18278705446623086
ST9,53.052813307228966,-2.0960597831325294
ST8,53.11559545966229,-2.167854851782365
ST7,53.08863753709194,-2.268748615727002
ST6,53.057871851259875,-2.189636188076217
ST55,53.01404416666668,-2.237254857142859
ST5,53.01535268867921,-2.2395427333664344
ST4,52.994421096812985,-2.185396603728198
ST3,52.98076353301028,-2.123135727437913
ST21,52.87254968202768,-2.2694503824884786
ST20,52.798281013636355,-2.2761054227272743
ST2,53.0281214486842,-2.1354139263157905
ST19,52.70861314031179,-2.1472360534521155
ST18,52.81509536423848,-2.080535372516556
ST17,52.78817914158309,-2.099086624303235
ST16,52.81355743126382,-2.1202423680709512
ST15,52.90010509130437,-2.150468031884058
ST14,52.904405145374426,-1.870081922173272
ST13,53.100991755838606,-2.01935532165605
ST12,52.94694904918031,-2.172754631147541
ST11,52.965746897435906,-2.0644677991453007
ST10,52.98850484113305,-1.9644811773399
ST1,53.027329669753115,-2.173022170781894
SS99,51.5483421764706,0.7134535411764709
SS9,51.554767202077386,0.6517230764872521
SS8,51.522080721913184,0.5894800912124594
SS7,51.56229564132382,0.5776981529516998
SS6,51.58868140877911,0.6073754965706439
SS5,51.60782664088396,0.6476641915285453
SS4,51.592993096153755,0.7116925104895099
SS3,51.54329691000004,0.7891019266666673
SS2,51.55087873609127,0.716765721825963
SS22,51.55697899999999,0.706823
SS17,51.52161585433066,0.4376576102362208
SS16,51.56255881105986,0.45195948079877174
SS15,51.577501281200654,0.42809456556082154
SS14,51.576014303030306,0.47452762450592856
SS13,51.57500295171025,0.5109302434607641
SS12,51.605371972568534,0.5205022269326682
SS11,51.617315138075334,0.5377676548117152
SS1,51.53757051553688,0.730879168079097
SS0,51.54667103129253,0.6877161687074829
SR8,54.76676533095725,-1.3365858309572303
SR7,54.83040457783026,-1.3631209775943385
SR6,54.93554819346048,-1.3791555940054492
SR5,54.92258742732546,-1.4242128401162824
SR4,54.900338071204274,-1.4257152806282747
SR3,54.876579901826524,-1.4168694372146156
SR2,54.886022434886414,-1.3766184026284338
SR1,54.906199027586254,-1.3781408344827584
SP9,51.23345320879119,-1.6649804945054956
SP8,51.03738817297296,-2.291076823423423
SP7,51.00513286378202,-2.1843732483974323
SP6,50.936555306914016,-1.8023826138279928
SP5,51.02152051311957,-1.770569699708455
SP4,51.166199368036516,-1.7660038940639269
SP3,51.102127060650865,-2.015746727810653
SP2,51.0750795784205,-1.8259533448275906
SP11,51.22759216260801,-1.5120323330714847
SP10,51.21143937267078,-1.4845570496894402
SP1,51.075209730941694,-1.78876558445441
SO53,50.98604244624279,-1.3836290254335282
SO97,50.948486,-1.3619610000000004
SO52,50.977549098265904,-1.4438927514450872
SO51,50.99601198859753,-1.5037929669327224
SO50,50.96924697847802,-1.340132877017679
SO45,50.84691314754102,-1.3947811362704916
SO43,50.88624211594202,-1.5893747246376815
SO42,50.815191266666645,-1.5368287757575765
SO41,50.755427187500025,-1.5666793079044143
SO40,50.91296778180131,-1.503891134633241
SO32,50.949223310789044,-1.2037462318840586
SO31,50.87007498960131,-1.2999066247833604
SO30,50.91976881603157,-1.3064499829172156
SO24,51.084461685267804,-1.147082886160715
SO23,51.06866471033667,-1.308571479567308
SO22,51.06640534971911,-1.3356284831460683
SO21,51.075069398914565,-1.3160642157394848
SO20,51.116539265306116,-1.5167024752186578
SO19,50.90198995021095,-1.354914705485231
SO18,50.924074878787806,-1.3621951180773224
SO17,50.92726183783777,-1.3926133265765772
SO16,50.936684818595616,-1.4333863654096228
SO15,50.917071294718916,-1.4245052921635464
SO14,50.90718734389668,-1.3973904014084515
SN9,51.324021751552806,-1.7882234844720493
SN99,51.55199400000001,-1.722548
SN8,51.40639730703632,-1.6860130138592748
SN7,51.64835120786511,-1.5659532846441937
SN6,51.62140865490795,-1.7406020996932534
SN5,51.566829162458816,-1.839730120746434
SN4,51.53034752569591,-1.8391982933618751
SN38,51.5630712222222,-1.8091325000000014
SN3,51.56154313949721,-1.7456375336577428
SN26,51.61391080952381,-1.7872155396825393
SN25,51.5981091666666,-1.8089315894607856
SN2,51.57773192259401,-1.7829022740585803
SN16,51.59228312621359,-2.085581821359223
SN15,51.472236113249615,-2.08321812583272
SN14,51.475450812240695,-2.199083696058091
SN13,51.42450766366364,-2.2125775900900906
SN12,51.3721738803946,-2.1363911171393335
SN11,51.439386084525324,-1.9991033276983101
SN10,51.33708634500004,-1.9869392983333327
SN1,51.55644145502646,-1.7834912711640247
SM7,51.32292923829786,-0.20146024255319145
SM6,51.36151405213902,-0.14455729946524087
SM5,51.368644491643465,-0.16874800139275772
SM4,51.39312399325464,-0.1997048701517706
SM3,51.37126231746034,-0.216281373015873
SM2,51.35179899831366,-0.19881555649241134
SM1,51.36698634929909,-0.19282484579439235
SL95,51.49916495833335,-0.5390533333333333
SL9,51.59792466928245,-0.555752567264574
SL8,51.57874351685387,-0.7087033670411981
SL7,51.57529262250711,-0.7779002535612537
SL6,51.52397769618595,-0.7291554866286699
SL60,51.51854881250001,-0.7147822812500003
SL5,51.405648734162966,-0.6638820180995474
SL4,51.47529538852101,-0.6273956063281808
SL3,51.498717047750276,-0.5515739008264463
SL2,51.53570180301681,-0.6058279352262641
SL1,51.51783766951243,-0.6221450353658532
SL0,51.52598253623192,-0.5171542289855072
SK9,53.32793778812847,-2.2303908276999174
SK8,53.379635713962216,-2.2090147169811356
SK7,53.36931073596063,-2.143524208866994
SK6,53.405139190365176,-2.080291334887336
SK5,53.435229620967775,-2.152524225806453
SK4,53.41946121975312,-2.181772587654319
SK3,53.398245270627065,-2.172208425742575
SK23,53.32775424999996,-1.948510195488721
SK22,53.372646106217665,-1.9848933445595862
SK2,53.394319724957505,-2.132363069609508
SK17,53.24452982880676,-1.881787975308643
SK16,53.47462231372553,-2.0827362854030516
SK15,53.48705749925253,-2.0469620044843055
SK14,53.45202899845331,-2.056513063418406
SK13,53.4486471467065,-1.9643687285429139
SK12,53.35136289330543,-2.0927764309623442
SK11,53.24532719012803,-2.1462971700182796
SK10,53.27569806561815,-2.1311831435406585
SK1,53.40761569416499,-2.1515710221327966
SG9,51.950695676587344,-0.009192216269841277
SG8,52.06444606088992,-0.014692889149102243
SG7,52.00469555555561,-0.17525010204081637
SG6,51.97901704800819,-0.2227550030643512
SG5,51.971462383227234,-0.2807979469214434
SG4,51.920604146561466,-0.25951463134160085
SG3,51.86033635922334,-0.18230945631067955
SG2,51.89659347165255,-0.1641339987937273
SG19,52.13946574084919,-0.23939341288433427
SG18,52.08263887450465,-0.26455683751651266
SG17,52.03450211718761,-0.3351842916666672
SG16,52.01418668617024,-0.29872302127659556
SG15,52.01331831896551,-0.26389670689655176
SG14,51.808067383720896,-0.09406001993355477
SG13,51.787697826415034,-0.07144763584905686
SG12,51.81434459361716,-0.016910474468085097
SG11,51.886017074666654,0.03360316000000004
SG10,51.846768935779835,0.07546938532110094
SG1,51.91309719561694,-0.1950125681818186
SE9,51.445112725329004,0.054837657072368484
SE8,51.4819810831889,-0.0296266152512998
SE7,51.48419932394375,0.03397953990610329
SE6,51.43855534802783,-0.01664995591647334
SE5,51.473814166666735,-0.09147410730593628
SE4,51.46102658262713,-0.035177843220338983
SE3,51.46940484828497,0.019762046174142466
SE28,51.50235534352945,0.10444099764705897
SE27,51.43057225392673,-0.1023751884816755
SE26,51.427873675806445,-0.05476611451612898
SE25,51.39776815384617,-0.07677721193092615
SE24,51.456245866220705,-0.10024202006688965
SE23,51.44149288603529,-0.0491446741573034
SE22,51.45448464534886,-0.07242644961240305
SE21,51.438971683501656,-0.08874189898989898
SE20,51.412313244979956,-0.059441656626505995
SE2,51.4898680108933,0.1161091895424836
SE1P,55.7107958590257,-0.0731833003952558
SE19,51.417995472636825,-0.08612877777777769
SE18,51.484348771287806,0.0726769127375088
SE17,51.488305488059716,-0.09339528955223877
SE16,51.49655346231623,-0.0532665533088235
SE15,51.472737790050644,-0.06566961045531196
SE14,51.47592829355608,-0.042346821002386605
SE13,51.45944007938717,-0.00953903342618384
SE12,51.444646272200806,0.019828781853281876
SE11,51.4898611848049,-0.11154834702258719
SE10,51.484715349563096,0.00030355930087390854
SE1,51.49918477372638,-0.0915895379620378
SA9,51.78128696363637,-3.7689001309090937
SA99,51.669995215384674,-3.945445584615389
SA8,51.72179798701299,-3.8476995487013
SA80,51.647939,-3.9242945714285713
SA73,51.7175361952,-5.012070195200002
SA72,51.69179017973856,-4.935554222222224
SA71,51.66799270123453,-4.929324538271606
SA70,51.67252905200955,-4.741741392434984
SA7,51.66471764347827,-3.8881515362318853
SA68,51.72957626315792,-4.7647292499999985
SA69,51.710974051948035,-4.706798064935061
SA67,51.78327552185792,-4.732900650273222
SA66,51.88347214906831,-4.744835975155279
SA65,51.988039554455426,-4.969719405940592
SA63,51.874275517241344,-4.85630943678161
SA64,52.002105066666644,-5.012473114285715
SA62,51.84130078364908,-5.064403328015948
SA61,51.80018451633992,-4.974147915032672
SA6,51.67615137139111,-3.922576994750653
SA5,51.648968305333284,-3.9711713013333356
SA48,52.144969162729666,-4.1133218635170605
SA47,52.192211704225336,-4.299660464788732
SA45,52.208181446808496,-4.3582137553191505
